skillID,desc,pdesc,h,ph,hch
500004097,귀문진을 강화한다.,,귀문진의 최종 데미지 #damR_6th% 증가,,
500004098,진 귀참을 강화한다.,,진 귀참의 최종 데미지 #damR_6th% 증가,,
500004099,파쇄연권을 강화한다.,,파쇄연권의 최종 데미지 #damR_6th% 증가,,
500004100,진리의 문을 강화한다.,,진리의 문의 최종 데미지 #damR_6th% 증가,,
500004101,퍼니싱 리소네이터을 강화한다.,,퍼니싱 리소네이터의 최종 데미지 #damR_6th% 증가,,
500004102,빛과 어둠의 세례를 강화한다.,,빛과 어둠의 세례의 최종 데미지 #damR_6th% 증가,,
500004103,리버레이션 오브를 강화한다.,,리버레이션 오브의 최종 데미지 #damR_6th% 증가,,
500004104,데몬 어웨이크닝을 강화한다.,,데몬 어웨이크닝의 최종 데미지 #damR_6th% 증가,,
500004105,요르문간드를 강화한다.,,요르문간드의 최종 데미지 #damR_6th% 증가,,
500004106,오르트로스를 강화한다.,,오르트로스의 최종 데미지 #damR_6th% 증가,,
500004107,데몬 베인을 강화한다.,,데몬 베인의 최종 데미지 #damR_6th% 증가,,
500004108,데몬 프렌지를 강화한다.,,데몬 프렌지의 최종 데미지 #damR_6th% 증가,,
500004109,블러드 피스트를 강화한다.,,블러드 피스트의 최종 데미지 #damR_6th% 증가,,
500004110,디멘션 소드를 강화한다.,,디멘션 소드의 최종 데미지 #damR_6th% 증가,,
500004111,레버넌트를 강화한다.,,"레버넌트의 최종 데미지 #damR_6th% 증가, 지속시간 #x초로 증가, 최대 저장 가능한 분노 및 분노의 가시 재발동 대기시간 감소를 위한 분노 #y%로 감소",,
500004112,사신의 낫을 강화한다.,,사신의 낫의 최종 데미지 #damR_6th% 증가,,
500004113,블랙 매직 알터를 강화한다.,,블랙 매직 알터의 최종 데미지 #damR_6th% 증가,,
500004114,그림 리퍼를 강화한다.,,그림 리퍼의 최종 데미지 #damR_6th% 증가,,
500004115,어비셜 라이트닝을 강화한다.,,어비셜 라이트닝의 최종 데미지 #damR_6th% 증가,,
500004116,재규어 스톰을 강화한다.,,"재규어 스톰으로 소환된 재규어의 최종 데미지 반영률 #x%, 아래 방향키와 함께 사용 시 최종 데미지 반영률 #w%로 증가",,
500004117,재규어 맥시멈을 강화한다.,,재규어 맥시멈의 최종 데미지 #damR_6th% 증가,,
500004118,와일드 그레네이드를 강화한다.,,와일드 그레네이드의 최종 데미지 #damR_6th% 증가,,
500004119,와일드 발칸 Type X을 강화한다.,,와일드 발칸 Type X의 최종 데미지 #damR_6th% 증가,,
500004120,멀티플 옵션 : M-FL을 강화한다.,,멀티플 옵션 : M-FL의 최종 데미지 #damR_6th% 증가,,
500004121,마이크로 미사일 컨테이너를 강화한다.,,마이크로 미사일 컨테이너의 최종 데미지 #damR_6th% 증가,,
500004122,메탈아머 전탄발사를 강화한다.,,메탈아머 전탄발사의 최종 데미지 #damR_6th% 증가,,
500004123,메카 캐리어를 강화한다.,,메카 캐리어의 최종 데미지 #damR_6th% 증가,,
500004124,메가 스매셔를 강화한다.,,메가 스매셔의 최종 데미지 #damR_6th% 증가,,
500004125,오버로드 모드를 강화한다.,,"오버로드 모드의 최종 데미지 #damR_6th% 증가, 초과 충전 가능한 에너지 #w로 증가, 에너지 충전 시간 #z% 감소",,
500004126,홀로그램 그래피티 : 융합을 강화한다.,,홀로그램 그래피티 : 융합의 최종 데미지 #damR_6th% 증가,,
500004127,포톤 레이를 강화한다.,,포톤 레이의 최종 데미지 #damR_6th% 증가,,
500004128,벙커 버스터를 강화한다.,,벙커 버스터의 최종 데미지 #damR_6th% 증가,,
500004129,발칸 펀치를 강화한다.,,발칸 펀치의 최종 데미지 #damR_6th% 증가,,
500004130,버닝 브레이커를 강화한다.,,버닝 브레이커의 최종 데미지 #damR_6th% 증가,,
500004131,애프터이미지 쇼크를 강화한다.,,애프터이미지 쇼크의 최종 데미지 #damR_6th% 증가,,
500004132,로 아이아스를 강화한다.,,"로 아이아스의 지속시간 #q2초, 최종 데미지 증가량 #u%, 방패의 지속시간 #time초, 피격 데미지 감소율 #x%, 각 단계당 방어 횟수 #y/#w/#z회로 증가",,
500004133,클라우 솔라스를 강화한다.,,클라우 솔라스의 최종 데미지 #damR_6th% 증가,,
500004134,소드 오브 소울 라이트를 강화한다.,,"소울 라이트 슬래시, 라이트 포스레이의 최종 데미지 #damR_6th% 증가",,
500004135,라이트 오브 커리지를 강화한다.,,"라이트 오브 커리지의 지속시간 #y초, 데미지 증가량 #z%, 파티 효과의 보호막 최대 체력의 #x%로 증가",,
500004136,가디언 오브 노바를 강화한다.,,가디언 오브 노바의 최종 데미지 #damR_6th% 증가,,
500004137,윌 오브 소드 : 스트라이크를 강화한다.,,윌 오브 소드 : 스트라이크의 최종 데미지 #damR_6th% 증가,,
500004138,드라코 슬래셔를 강화한다.,,드라코 슬래셔의 최종 데미지 #damR_6th% 증가,,
500004139,드래곤 블레이즈를 강화한다.,,드래곤 블레이즈의 최종 데미지 #damR_6th% 증가,,
500004140,드래곤 버스트를 강화한다.,,드래곤 버스트의 최종 데미지 #damR_6th% 증가,,
500004141,페이탈 블리츠를 강화한다.,,페이탈 블리츠의 최종 데미지 #damR_6th% 증가,,
500004142,타나토스 디센트를 강화한다.,,타나토스 디센트의 최종 데미지 #damR_6th% 증가,,
500004143,그립 오브 애거니를 강화한다.,,그립 오브 애거니의 최종 데미지 #damR_6th% 증가,,
500004144,체인아츠:퓨리를 강화한다.,,체인아츠:퓨리의 최종 데미지 #damR_6th% 증가,,
500004145,A.D 오드넌스를 강화한다.,,A.D 오드넌스의 최종 데미지 #damR_6th% 증가,,
500004146,체인아츠:메일스트롬을 강화한다.,,체인아츠:메일스트롬의 최종 데미지 #damR_6th% 증가,,
500004147,웨폰 버라이어티 피날레를 강화한다.,,웨폰 버라이어티 피날레의 최종 데미지 #damR_6th% 증가,,
500004148,에너지 버스트를 강화한다.,,에너지 버스트의 최종 데미지 #damR_6th% 증가,,
500004149,스포트라이트를 강화한다.,,스포트라이트의 최종 데미지 #damR_6th% 증가,,
500004150,마스코트 패밀리어를 강화한다.,,마스코트 패밀리어의 최종 데미지 #damR_6th% 증가,,
500004151,트리니티 퓨전을 강화한다.,,트리니티 퓨전의 최종 데미지 #damR_6th% 증가,,
500004152,리미트 브레이크를 강화한다.,,"리미트 브레이크의 최종 데미지 #damR_6th% 증가, 지속시간 #time초, 최종 데미지 증가량 #x%로 증가",,
500004153,조인트 어택을 강화한다.,,조인트 어택의 최종 데미지 #damR_6th% 증가,,
500004154,쉐도우 플래시를 강화한다.,,쉐도우 플래시의 최종 데미지 #damR_6th% 증가,,
500004155,에고 웨폰을 강화한다.,,에고 웨폰의 최종 데미지 #damR_6th% 증가,,
500004156,싸이킥 토네이도를 강화한다.,,싸이킥 토네이도의 최종 데미지 #damR_6th% 증가,,
500004157,얼티메이트-무빙 매터를 강화한다.,,얼티메이트-무빙 매터의 최종 데미지 #damR_6th% 증가,,
500004158,얼티메이트-싸이킥 불릿을 강화한다.,,얼티메이트-싸이킥 불릿의 최종 데미지 #damR_6th% 증가,,
500004159,로 오브 그라비티를 강화한다.,,로 오브 그라비티의 최종 데미지 #damR_6th% 증가,,
500004160,루인을 강화한다.,,루인의 최종 데미지 #damR_6th% 증가,,
500004161,인피니트를 강화한다.,,인피니트의 최종 데미지 #damR_6th% 증가,,
500004162,리스토어를 강화한다.,,"리스토어의 최종 데미지 #damR_6th% 증가, 지속 중 최종 데미지 #x% 증가",,
500004163,스톰을 강화한다.,,스톰의 최종 데미지 #damR_6th% 증가,,
500004164,"크리스탈 이그니션, 리액션:스펙트럼을 강화한다.",,"크리스탈 이그니션, 리액션:스펙트럼의 최종 데미지 #damR_6th% 증가",,
500004165,그람홀더를 강화한다.,,그람홀더의 최종 데미지 #damR_6th% 증가,,
500004166,소울 오브 크리스탈을 강화한다.,,"소울 오브 크리스탈의 리액션 스킬 최종 데미지 반영률 #z%, 글로리 윙 사용 시 소멸한 영혼의 크리스탈 1개당 데미지 증가량 #u%로 증가\n[패시브 효과 : 올스탯 #intX 증가]",,
500004167,크리스탈 게이트를 강화한다.,,"크리스탈 게이트의 최종 데미지 #damR_6th% 증가, 지속시간 #y초, 버프의 마력 증가량 #x로 증가",,
500004168,헥스 : 판데모니움을 강화한다.,,헥스 : 판데모니움의 최종 데미지 #damR_6th% 증가,,
500004169,보이드 버스트를 강화한다.,,보이드 버스트의 최종 데미지 #damR_6th% 증가,,
500004170,아츠 : 아스트라를 강화한다.,,아츠 : 아스트라의 최종 데미지 #damR_6th% 증가,,
500004171,레조네이트 : 얼티메이텀을 강화한다.,,레조네이트 : 얼티메이텀의 최종 데미지 #damR_6th% 증가,,
500004172,근원의 기억을 강화한다.,,근원의 기억의 최종 데미지 #damR_6th% 증가,,
500004173,인피니티 스펠을 강화한다.,,인피니티 스펠 지속 중 다가오는 죽음의 데미지 #y%p 증가,,
500004174,새어 나오는 악몽/새어 나오는 흉몽을 강화한다.,,새어 나오는 악몽/새어 나오는 흉몽의 최종 데미지 #damR_6th% 증가,,
500004175,영원히 굶주리는 짐승을 강화한다.,,영원히 굶주리는 짐승의 최종 데미지 #damR_6th% 증가,,
500004176,큰 기지개를 강화한다.,,큰 기지개의 최종 데미지 #damR_6th% 증가,,
500004177,해 강 산 바람을 강화한다.,,해 강 산 바람의 최종 데미지 #damR_6th% 증가,,
500004178,용솟음치는 정기를 강화한다.,,용솟음치는 정기의 최종 데미지 #damR_6th% 증가,,
500004179,산등성이 굽이굽이를 강화한다.,,산등성이 굽이굽이의 최종 데미지 #damR_6th% 증가,,
500004180,선기 : 극대 분신난무를 강화한다.,,선기 : 극대 분신난무 지속 중 분신이 환영 분신부에서 #w%p 증가한 데미지로 강화,,
500004181,권술 : 산령소환을 강화한다.,,권술 : 산령소환의 최종 데미지 #damR_6th% 증가,,
500004182,선기 : 강림 괴력난신을 강화한다.,,선기 : 강림 괴력난신의 최종 데미지 #damR_6th% 증가,,
500004183,선기 : 천지인 환영을 강화한다.,,선기 : 천지인 환영의 최종 데미지 #damR_6th% 증가,,
500061000,"신성한 힘으로 자신 근처의 파티원 1명과 자신을 결속시킨다. 마지막으로 결속된 파티원이 범위 내 있다면 우선적으로 결속된다.\n자신의 일부 공격 스킬과 버프 스킬 사용 시 결속된 파티원에 함께 사용되고 결속된 파티원이 없는 상태에서 자신의 근처에 파티원이 접근하면 해당 파티원과 자동 결속된다.\n파티원이 자신으로부터 일정 범위를 벗어나거나 홀리 유니티가 해제되면 결속이 해제되어 파티원에게 적용된 팔라딘의 버프가 함께 해제된다. 팔라딘이나 이미 다른 팔라딘과 결속된 파티원과는 결속할 수 없다.\n스킬 지속 중 스킬을 다시 사용하면 숫자키로 결속할 파티원을 선택할 수 있다. 파티UI에서의 위치에 따라 각 파티원에 숫자가 부여되며 자신, 이미 결속된 파티원, 결속할 수 없는 파티원은 선택할 수 없다.",,"MP #mpCon 소비, #time초 동안 최종 데미지 #u% 증가\n#c파티원과 결속# : 시전되는 공격 스킬의 최종 데미지 #x% 반영, 파티원에게 사용되는 버프 스킬의 지속시간 #y% + 자신의 힘 #w 당 1% 반영되어 최대 100%까지 반영\n재사용 대기시간 : #cooltime초",,
500061001,신성한 힘으로 자신과 동료를 결속시킨다. 팔라딘이나 이미 결속된 파티원과는 다시 결속할 수 없다.,,,,
500061002,기도를 통해 성스러운 축복 영역을 만들어 낸다. 프레이 사용 중에는 다른 비숍의 프레이 효과를 받을 수 없다. 프레이 사용 후 일정 시간 안에 스킬을 다시 사용하여 지속시간과 재사용 대기시간을 감소시킬 수 있다. 커스텀 커맨드를 사용하면 스킬을 재사용하지 않고 사용 즉시 감소된 지속시간과 재사용 대기시간이 적용된다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#,,"MP #mpCon 소비, #time초 동안 최종 데미지 #v2% 증가, 영역 안의 자신을 포함한 파티원의 최종 데미지 #q% 증가, 자신의 최종 데미지 증가량과 합적용\n자신을 제외한 파티원들은 일정 시간마다 최대 HP/MP의 #x% 회복 및 일부 상태 이상 해제, 공격 속도 증가\n지능 #q2당 최종 데미지 증가량 1% 증가, 최대 #w%까지 증가 가능\n지능 #y당 HP/MP 회복량 1% 증가, 최대 #z%까지 증가 가능\n지능 #u당 공격 속도 1단계 증가, 최대 3단계까지 증가 가능\n사용 후 #s2초 이내에 스킬 재사용 시 지속시간 #u2초 감소, 재사용 대기시간 #w2초 감소\n[패시브 효과 : 올스탯 #strX 증가]\n재사용 대기시간 : #cooltime초",,
500061003,,,,,
500061004,"한 장소에 고정되어 이동하지 않고 자신의 행동을 따라 하는 그림자를 소환한다.\n그림자는 주변에 있는 최대 HP가 가장 높은 보스 몬스터, 보스 몬스터가 없다면 최대 HP가 높은 몬스터가 있는 방향을 바라보게 된다. 따라 하는 행동은 표창을 던지는 스킬로 제한되고 별도의 HP는 없으며 소환 시간이 지나면 사라진다.\n스킬을 다시 사용하여 그림자와 자리를 교체하거나 아래 방향키와 함께 스킬을 다시 사용하여 그림자를 현재 위치로 재소환 할 수 있다. 단, 나이트워커가 발판 위에 있을 때만 가능하다. 그림자를 불러오면 별도의 재사용 대기시간이 적용된다.\n그림자의 모든 공격은 어둠 속성으로 적용되며 공격 반사 상태의 적을 공격해도 피해를 입지 않고 어둠의 표식, 쉐도우 배트, 래버너스 배트가 발동될 수 있다.",,"MP #mpCon 소비, #time초 동안 한 장소에 고정되어 표창을 던지는 스킬에 최종 데미지의 #x%로 추가 타격을 하는 그림자 소환\n최대 #w회까지 자리 교체 가능\n그림자 재소환 대기시간 #t초\n재사용 대기시간 #cooltime초",,
500061005,,,,,
500061006,모든 정령을 몸 속으로 받아들여 하나가 된다. 자동 발동된 공격은 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.,,"MP #mpCon 소비, 재사용 대기시간 초기화, #time초 동안 최종 데미지 #indiePMdR% 증가\n지속 시간 중 5차 스킬을 제외한 공격 시 몸에 깃든 정령이 공격 스킬 1회 자동 발동, 키다운 스킬은 #w초 동안 지속\n정령 공격 재발동 대기시간 #x초\n정령 집속 중 1회에 한해 수호정령이 깃들어 은월이 직접 시전하는 소혼 장막의 최종 데미지 #y% 증가\n재사용 대기시간 : #cooltime초",,
500061007,영혼의 울부짖음으로 재규어 무리를 부른다. 아래 방향키와 함께 스킬을 사용하면 와일드헌터의 근처로 숫자는 줄어들지만 더 강한 재규어를 부를 수 있다.,,"MP #mpCon 소비, #time초 동안 일정 범위 안에 포획한 재규어 중 현재 선택한 재규어를 제외한 재규어 #y 마리 소환, 소환된 재규어의 재규어 스킬 최종 데미지 반영률 #x%, 지속 중 재규어 스킬로 일반 몬스터 공격 시 데미지 #u% 증가 및 어나더 바이트 디버프 발생 확률 #s% 증가\n#c아래 방향키와 함께 사용#한 경우 재규어 #q 마리 소환, 소환된 재규어의 재규어 스킬 최종 데미지 반영률 #w%\n#c스킬을 다시 사용 혹은 아래 방향키와 함께 스킬을 다시 사용#하면 자신이 있는 위치를 기준으로 재규어 재소환, 재소환은 #z초 마다 1번 사용가능\n재사용 대기시간 : #cooltime초",,
500061008,적들의 공격으로부터 동료를 지키는 방패가 되어 일정 시간 동안 영역 안의 파티원이 입는 피해와 치명적인 상태 이상을 방어하고 자신의 최종 데미지를 증가시킨다.,,"MP #mpCon 소비, #q2초 동안 최종 데미지 #u% 증가\n#time초동안 방패를 들어 자신과 파티원이 해당 영역에서 받는 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피격 데미지 #x% 감소 및 치명적인 상태이상 방어\n적의 공격 및 상태이상 방어 성공 시 방패가 3단계에 걸쳐 부서지며 각 단계당 #y, #w, #z회씩 방어 가능, 상태이상과 공격이 동시에 적용되는 경우 방어 가능 횟수 1회만 감소\n재사용 대기시간 #cooltime초",,
500061009,적들의 공격으로부터 동료를 지키는 방패가 되어 일정 시간 동안 영역 안의 파티원이 입는 피해와 치명적인 상태 이상을 방어하고 자신의 최종 데미지를 증가시킨다.,,,,
500061010,꺼지지 않는 용기의 빛을 발산해 동료들의 두려움을 잊게 한다.,,"MP #mpCon 소비, #y초 동안 데미지 #z% 증가\n#c파티 효과# : 자신을 포함한 파티원 각각의 최대 체력의 #x%에 해당하는 보호막 생성, 보호막은 #time초 동안 유지되고 1초 마다 최대치의 #w% 감소\n재사용 대기시간 #cooltime초",,
500061011,꺼지지 않는 용기의 빛으로 데미지가 증가한다.,,,,
500061012,"크리스탈의 힘을 모방하여 영혼의 크리스탈을 창조한다. 영혼의 크리스탈로 리액션 스킬을 발동시킬 수 있다.\n아래 방향키와 함께 사용하면 가지고 있는 모든 크리스탈 조각을 소모하여 한 번에 영혼의 크리스탈을 설치할 수 있다. \n크래프트:자벨린이 닿았을 때 공격 가능한 적 수를 소모하지 않는다.\n글로리 윙 사용 중에는 사용할 수 없다.\n필요 스킬 : #c리액션:디스트럭션Ⅱ 1레벨 이상#, #c리액션:도미네이션Ⅱ 1레벨 이상#",,"MP #mpCon, 크리스탈 조각 1개 소비\n크리스탈이 있는 위치에 #time초 동안 영혼의 크리스탈 창조\n영혼의 크리스탈로 발동되는 리액션 스킬의 최종 데미지는 #z%만 반영. 단, 리액션 스킬이 5차 스킬일 경우 #w% 반영\n영혼의 크리스탈로 발동되는 리액션 스킬은 재사용 대기시간 초기화의 효과를 받지 않음\n#c글로리 윙# 사용 시 소환된 영혼의 크리스탈이 소멸하며 남은 지속시간 동안 소멸한 영혼의 크리스탈 1개당 데미지 #u% 증가\n크리스탈 조각은 #q초 마다 1개씩 준비되며 최대 #y개까지 준비 가능\n재사용 대기시간 #cooltimeMS초",,
500061013,생명력을 대가로 무한한 마력을 얻는다. 인피니티 스펠로 추가 생성된 심연의 기운은 공격한 대상 중 최대 HP가 높은 보스 몬스터를 우선 추적한다.,,"최대 HP의 #hpRCon% 소비\n#time초 동안 지속\n#c레프 상태# : 스펠이 차지될 때 플레인 스펠이 남은 최대 스펠 차지 제한 만큼 차지\n#c스펙터 잠식 상태# : 다가오는 죽음 발동 시 심연의 기운 #x개 추가 생성, 다가오는 죽음의 데미지 #y%p 증가\n재사용 대기시간 #cooltime초",,
500061014,환영 분신부의 능력을 극한까지 끌어올려 하늘을 뒤덮을 정도로 많은 분신을 적들에게 선사한다. 환영 분신부로 생성되는 분신의 공격력과 수가 대폭 증가한다. 선기 : 극대 분신난무 지속 중에는 분신이 최대 HP가 가장 높은 보스 몬스터를 우선 추적한다.\n환영 분신부 지속시간 중에만 사용할 수 있으며 발동 중에는 환영 분신부의 지속시간이 감소하지 않는다.\n필요 스킬 : #c환영 분신부 20레벨 이상#,,"MP #mpCon 소비, #time초 동안 공격 시 분신 #v2개 생성, 각 분신은 환영 분신부에서 #w2%p 증가한 데미지로 #q2번 공격\n단, 분신이 생성된 다음 #t초 동안 다시 생성되지 않음\n#c재사용 대기시간 : #cooltime초#",,
500061015,,,,,
500061016,자신의 형상을 한 환영이 보일 정도로 빠르게 움직여 적의 공격을 회피한다.\n환영은 적의 주의를 분산시켜 보우마스터가 입는 피해를 줄이거나 적에게 피해를 입힌다. 실루엣 미라주는 버프 프리저의 효과를 받을 수 있지만 죽어있는 상태에선 환영이 생성되는 시간이 차감되지 않는다. 환영의 공격은 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬#,,"#u초 마다 환영 생성, 최대 #x개까지 생성 가능\n한번에 최대 HP의 #y% 이상의 피해를 입거나 피격 시 사망하는 피해를 입으면 환영 1개 소멸 후 해당 피해 #q% 감소\n환영이 1개라도 있고 공격 스킬 사용 시 주변에 공격할 적이 있다면 환영으로부터 #damage%의 데미지로 #attackCount번 공격하는 환영 화살 #bulletCount개 발사, MP #v 소비, 재발동 대기시간 #t초\n재사용 대기시간 : #cooltimeMS초",,
500061017,,,,,
500061018,#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 자신과 파티원을 보호한다.\n보호의 힘을 받는 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다.\n옵시디언 배리어의 공격은 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\n#c디스차지 강화#\n주위 파티원에게 개인 보호막을 걸어준다.\n#c블래스트 강화#\n보호막 크기가 커진다.\n#c트랜지션 강화#\n보호막을 재설치할 수 있다.,,"렐릭 게이지 #forceCon 소비, 지속 시간 #time초, 최대 HP의 일정 비율로 피해를 입히는 공격에 피격 시 #y% 피해 감소\n일정 주기로 보호막 범위 내 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n재사용 대기시간 #cooltime초",,
500061019,#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 자신을 비롯한 주위의 파티원에게 보호막을 걸어준다.\n보호막 안의 파티원은 피해 감소 효과와 함께 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다.,,"렐릭 게이지 #forceCon 소비, 지속 시간 #time초, 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 모든 피격 데미지 #x% 감소\n재사용 대기시간 #cooltime초",,
500061020,"#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 보호막을 설치한다. 보호막 안에서는 적의 일반 공격에 데미지를 받지 않으며, HP 비율 피해를 입히는 공격의 피해를 감소시킨다. \n또한, 보호막 안의 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다.\n블래스트의 힘으로 강화되어 더 넓은 영역을 보호한다.",,"렐릭 게이지 #forceCon 소비, 지속 시간 #time초, 최대 HP의 일정 비율로 피해를 입히는 공격에 피격 시 #y% 피해 감소\n일정 주기로 보호막 범위 내 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n재사용 대기시간 #cooltime초",,
500061021,"#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 보호막을 설치한다. 보호막 안에서는 적의 일반 공격에 데미지를 받지 않으며, HP 비율 피해를 입히는 공격의 피해를 감소시킨다. \n또한, 보호막 안의 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다. \n트랜지션의 힘으로 강화되어 보호막을 다른 위치로 옮길 수 있다.",,"렐릭 게이지 #forceCon 소비, 지속 시간 #time초, 최대 HP의 일정 비율로 피해를 입히는 공격에 피격 시 #y% 피해 감소\n일정 주기로 보호막 범위 내 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n재설치 대기시간 #u초, 재사용 대기시간 #cooltime초",,
500061022,#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 자신과 파티원을 보호한다.\n보호의 힘을 받는 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다.,,,,
500061023,"#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 보호막을 설치한다. 보호막 안에서는 적의 일반 공격에 데미지를 받지 않으며, HP 비율 피해를 입히는 공격의 피해를 감소시킨다. \n또한, 보호막 안의 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다.\n블래스트의 힘으로 강화되어 더 넓은 영역을 보호한다.",,,,
500061024,"#c[인챈트 포스]#\n렐릭의 힘을 증폭하여 보호막을 설치한다. 보호막 안에서는 적의 일반 공격에 데미지를 받지 않으며, HP 비율 피해를 입히는 공격의 피해를 감소시킨다. \n또한, 보호막 안의 파티원은 고대의 저주 디버프가 걸린 적 공격 시 크리티컬 데미지 상승 효과를 받을 수 있다. \n트랜지션의 힘으로 강화되어 보호막을 다른 위치로 옮길 수 있다.",,,,
500061025,순식간에 이동하여 벤다.,,"MP #mpCon 소비, 돌진하면서 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, 추가 크리티컬 확률 #cr%, 몬스터 방어율 #ignoreMobpdpR% 추가 무시\n함께 사용한 방향키 방향으로 이동하며 공격, 4타까지 사용 가능\n1타 사용 후 재사용 대기시간 #cooltime초 적용되나 2~4타 사용 가능",,
500061026,,,,,
500061029,지형에 다수의 크레이터를 만들 만한 포격을 연사한다. 포격은 잠시 후 캐논슈터 주위의 적에게 떨어지며 최대 HP가 가장 높은 보스 몬스터 및 이전 포격에서 살아남은 적에게 우선적으로 떨어진다. 첫 번째 포격과 마지막 포격에 자신을 포함한 파티원이 사용할 수 있는 보급품이 함께 투하된다.\n포격이 떨어질 발판이 없거나 매달리면 떨어지지 않고 포격 발생 횟수가 남아있는 상태에서 맵을 이동하거나 재사용 대기시간이 초기화되면 스킬이 종료된다.\n포격은 공격 반사 상태의 적을 공격해도 피해를 입지 않고 보급품에 다가가서 위쪽 화살표 키를 누르면 사용할 수 있다.,,"MP #mpCon 소비, 최대 #z명의 적을 #u%의 데미지로 #v번 공격하는 포격 최대 #y회 발생\n#c보급품# : #q초 동안 유지, 사용 시 최대 HP의 #q2% 회복 후 #u2초 동안 유지되는 데미지 #v2% 증가 버프 획득, 보급품은 맵 상에 #s개까지만 존재 가능\n재사용 대기시간 : #cooltime초",,
500061030,,,,,
500061031,,,,,
500061032,보급품을 사용해 데미지가 증가한다.,,,,
500061033,"바람의 엘리멘트를 자신의 주위에서 활성화하여 공방일체의 바람 장벽을 생성한다. 공격 시 돌개바람이 생성되어 적을 추가 공격한다.\n#c공격을 방어하면 엘리멘트가 소모#되고, 모두 소모하면 바람 장벽이 사라진다. 돌개바람은 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.",,"MP #mpCon 소비, #time초 동안 #w의 엘리멘트를 지닌 바람 장벽 생성\n피격 시 최대 HP의 1%에 해당하는 데미지 당 #c엘리멘트를 #z 소모#하여 데미지 무효화, 최대 HP의 일정 비율로 피해를 입히는 공격에도 적용\n공격 시 #w2초 마다 #dot%의 데미지로 #q번 공격하는 돌개바람 #q2개 발사, 여러 개의 돌개 바람이 1명의 적을 공격하면 돌개 바람의 최종 데미지 #s% 감소\n재사용 대기시간 #cooltime초",,
500061034,,,,,
500061035,"적의 그림자를 조종해 스스로를 공격하게 하며 그림자에게 먹힌 적이 있다면 그 힘을 강탈하여 일정 시간 동안 최종 데미지가 증가하고 쉐도우 배트, 래버너스 배트가 소환 가능한 상태라면 적이 공격받은 위치에서 배트가 생성되어 즉시 적을 공격한다. 쉐도우 바이트에 의해 생성된 배트는 강화된 상태로 생성되지 않는다. 어둠 속성의 공격이다.\n필요 스킬 : #c배트 커뮤니온Ⅲ 30레벨 이상#",,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, 보스 몬스터에게는 #x%의 데미지로 공격, #c배트가 소환 가능한 상태#라면 적이 공격받은 위치에서 쉐도우 배트 및 래버너스 배트 생성\n#c쉐도우 바이트로 쓰러뜨린 적이 있다면# #time초 동안 1명 당 최종 데미지 #y% 증가, #c보스 몬스터를 공격했을 경우# 최종 데미지 #w% 증가, 쉐도우 바이트로 증가하는 최종 데미지는 최대 #q%까지 적용\n재사용 대기시간 #cooltime초",,
